Result,WhiteElo,BlackElo,Event_enc,ECO_enc,Termination_enc,TimeControl_enc
2,1500,1183,3,100,1,0
2,1183,1500,3,221,1,0
2,1739,1701,3,156,0,0
1,1597,1747,3,300,0,0
1,1441,1379,3,102,0,0
1,1958,1707,3,221,0,0
1,1545,1461,3,310,0,0
2,1406,1337,3,2,1,0
1,1577,1569,3,406,0,0
1,1500,1500,3,0,0,0
1,1790,1707,3,150,0,0
1,1724,1645,3,120,0,0
1,1797,1771,3,300,1,0
2,1645,1667,3,28,0,0
1,1662,1337,3,0,0,0
1,1890,1818,3,107,0,0
3,1456,1649,3,226,0,0
1,1818,1931,3,70,0,0
2,1580,1490,3,11,0,0
1,1589,1575,3,241,0,0
1,1306,1555,3,250,0,0
1,1575,1500,3,250,0,0
1,1931,1626,3,241,0,0
1,1355,1460,3,4,0,0
1,2025,2040,3,103,0,0
2,1466,1656,3,220,0,0
2,1510,1560,3,0,0,0
1,2040,1965,3,106,1,0
2,1453,1554,3,9,0,0
1,1485,1500,3,100,0,0
1,1868,1444,3,4,0,0
1,1691,1357,3,106,0,0
2,1500,1485,3,244,0,0
2,1913,1861,3,46,0,0
1,1500,1640,3,241,0,0
2,1500,1485,3,302,0,0
1,2225,2059,3,57,0,0
2,1883,1952,3,22,1,0
1,1952,1818,3,104,0,0
2,1818,2018,3,241,0,0
3,2018,1818,3,380,0,0
2,1498,1612,3,0,1,0
3,1496,1574,3,0,0,0
2,1338,1698,3,1,0,0
1,1485,1466,3,121,1,0
2,1657,1455,3,1,0,0
2,1432,1389,3,226,0,0
3,1500,1477,3,0,0,0
2,1500,1500,3,454,1,0
1,1643,1463,3,40,0,0
2,1562,1445,3,43,0,0
2,1666,2018,3,107,1,0
1,1703,1323,3,121,0,0
2,1805,1800,3,0,0,0
1,1570,1500,3,300,0,0
1,1836,1883,3,353,1,0
1,1761,1836,3,6,0,0
2,2018,2225,3,31,0,0
2,1500,1500,3,248,0,0
2,1448,1692,3,246,0,0
1,1662,1524,3,223,0,0
1,2026,1925,3,405,0,0
1,1925,1500,3,130,1,0
2,2004,1836,3,335,1,0
1,1459,1547,3,9,0,0
2,1500,1925,3,140,1,0
1,1418,1408,3,255,0,0
2,1616,1628,3,0,0,0
2,1925,1494,3,100,0,0
2,1675,1925,3,120,0,0
1,1677,1489,3,122,0,0
1,1629,1654,3,240,0,0
1,1466,1527,3,0,1,0
2,1603,1610,3,0,0,0
1,1767,1623,3,300,0,0
1,1615,1502,3,200,0,0
2,1500,1690,3,302,0,0
1,1443,1556,3,120,0,0
1,1500,1500,3,301,0,0
1,1660,1298,3,102,0,0
2,1727,1287,3,220,0,0
3,1456,1650,3,240,0,0
1,1369,1500,3,454,1,0
2,1500,1500,3,4,0,0
3,2000,1928,3,389,0,0
1,1500,1929,3,190,0,0
1,1389,1441,3,100,0,0
2,1536,1500,3,3,0,0
2,1616,1774,3,302,0,0
2,1536,1400,3,3,1,0
2,1294,1665,3,1,0,0
2,1500,1500,3,21,0,0
1,1780,1610,3,300,0,0
1,1836,1862,3,315,0,0
1,1662,1337,3,100,0,0
1,1500,1500,3,49,1,0
2,1517,1497,3,224,0,0
1,1964,1677,3,395,0,0
2,1500,1667,3,121,0,0
1,1686,2042,3,132,0,0
1,1279,1785,3,100,0,0
2,1449,1597,3,223,0,0
2,1605,1409,3,200,0,0
2,1756,1990,3,0,0,0
2,1686,1939,3,128,0,0
2,1797,1500,3,136,0,0
2,1500,1500,3,200,0,0
1,1584,1385,3,110,0,0
3,1604,1786,3,302,0,0
1,1945,1757,3,112,0,0
1,1570,1686,3,3,0,0
3,1500,1388,3,115,0,0
2,1770,1675,3,312,0,0
2,1885,1500,3,150,1,0
1,1754,1384,3,45,0,0
1,2098,1974,3,96,0,0
1,1761,1770,3,120,0,0
1,2004,1770,3,140,0,0
1,2004,2098,3,344,1,0
1,1526,1664,3,0,0,0
2,1310,1764,3,220,0,0
1,2022,2098,3,415,1,0
2,2040,1943,3,10,1,0
2,1373,1596,3,7,0,0
2,1500,1500,3,45,0,0
2,1693,1611,3,234,0,0
1,1467,1613,3,244,0,0
2,2022,2009,3,485,0,0
1,1686,1665,3,244,0,0
2,1500,1686,3,241,1,0
1,1686,1500,3,245,1,0
2,1500,1686,3,241,1,0
1,1686,1500,3,264,1,0
2,1792,2022,3,394,0,0
1,1770,1500,3,453,1,0
3,1945,1743,3,241,0,0
1,1566,1433,3,315,0,0
3,1513,1486,3,40,0,0
1,2022,1781,3,302,0,0
1,1587,1558,3,365,0,0
1,1606,1362,3,225,0,0
1,1500,1500,3,4,1,0
2,1491,1508,3,4,0,0
2,1500,1731,3,6,0,0
1,1535,1464,3,0,0,0
3,1547,1645,3,300,0,0
3,2150,2160,3,222,0,0
2,1844,1500,3,220,0,0
2,1500,1945,3,120,1,0
3,2036,1928,3,200,0,0
1,1665,1470,3,101,0,0
3,1565,1434,3,302,0,0
2,1856,1885,3,213,0,0
1,2079,2125,3,45,0,0
1,1295,1771,3,220,0,0
2,1456,1706,3,220,0,0
2,1433,1500,3,220,1,0
3,1451,1548,3,0,0,0
1,1884,2022,3,436,0,0
2,1894,1884,3,304,1,0
2,1500,1500,3,300,0,0
2,2006,1981,3,156,0,0
2,1627,1716,3,302,0,0
2,1981,2133,3,173,0,0
1,2041,1651,3,246,0,0
2,1802,1835,3,210,1,0
1,1665,1718,3,260,0,0
1,1818,1718,3,306,1,0
1,1611,1556,3,331,1,0
2,2295,2306,3,59,0,0
1,1500,1500,3,200,0,0
1,1500,1500,3,140,1,0
1,1665,1556,3,268,1,0
2,1500,1500,3,3,0,0
3,1279,1720,3,3,0,0
2,1549,1542,3,240,0,0
1,1818,1727,3,337,0,0
2,1727,1818,3,445,0,0
1,1818,1727,3,140,0,0
2,1727,1818,3,311,0,0
2,1539,1665,3,260,0,0
1,1528,1528,3,110,0,0
1,1500,1500,3,10,0,0
3,1894,1846,3,302,0,0
3,1500,1678,3,277,0,0
1,1605,1442,3,221,0,0
1,1721,1424,3,102,0,0
2,1381,1489,3,0,0,0
2,1515,1540,3,220,0,0
2,1105,1500,3,0,0,0
2,1394,1388,3,110,0,0
1,1662,1337,3,101,0,0
1,1908,1689,3,300,0,0
1,1997,1500,3,101,0,0
2,1303,1710,3,0,0,0
1,1350,1649,3,230,0,0
1,1997,1500,3,100,1,0
2,1552,1504,3,100,0,0
2,1500,1500,3,112,0,0
2,1402,1733,3,250,0,0
1,1736,1271,3,250,0,0
1,1555,1086,3,102,0,0
2,1500,1500,3,300,0,0
1,1860,1229,3,240,0,0
2,1676,1914,3,300,0,0
1,1621,1378,3,100,0,0
1,1519,1622,3,202,0,0
2,1500,1500,3,40,0,0
3,1662,1337,3,0,0,0
1,1525,1338,3,244,0,0
1,1500,1299,3,226,0,0
1,1734,1304,3,0,0,0
1,1845,1500,3,246,0,0
2,1337,1662,3,3,0,0
2,1662,1337,3,220,0,0
2,1499,1411,3,0,0,0
2,1707,1758,3,104,0,0
2,1477,1512,3,15,0,0
1,1500,1667,3,120,0,0
1,2066,2236,3,204,0,0
2,1274,2042,3,130,0,0
1,1656,1640,3,1,0,0
3,1425,1621,3,1,0,0
2,1758,2052,3,406,0,0
1,1422,1722,3,241,1,0
2,1552,1661,3,45,0,0
2,1351,1743,3,300,0,0
3,1758,1945,3,85,0,0
1,2043,1273,3,45,0,0
1,1751,1329,3,102,0,0
1,1442,1557,3,0,0,0
1,1629,1519,3,258,0,0
2,1761,1758,3,102,0,0
2,1640,1761,3,4,0,0
1,1758,1713,3,262,0,0
1,1774,1924,3,343,1,0
1,1362,1073,3,0,0,0
2,1512,1636,3,454,0,0
2,1924,2356,3,85,0,0
2,1255,1521,3,200,0,0
2,1475,1494,3,120,0,0
2,2172,2202,3,0,1,0
2,1767,1718,3,244,0,0
1,1807,1659,3,121,0,0
2,1667,1738,3,250,1,0
3,1050,1381,3,40,0,0
2,1686,1643,3,125,0,0
2,1500,1643,3,120,0,0
1,1650,1500,3,320,1,0
2,1500,1643,3,302,1,0
1,1541,1489,3,240,0,0
1,1773,1500,3,120,0,0
2,1773,1774,3,107,0,0
2,1500,1714,3,45,1,0
1,1714,1500,3,216,0,0
2,1596,1549,3,406,0,0
1,1806,1737,3,220,0,0
2,1500,1681,3,300,0,0
1,1784,1500,3,270,0,0
2,1920,1665,3,100,0,0
2,1500,1714,3,254,0,0
3,1714,1385,3,245,0,0
1,1500,1714,3,253,0,0
2,1551,1784,3,262,1,0
1,1784,1500,3,306,1,0
1,1448,1478,3,244,0,0
1,1353,1615,3,6,0,0
3,1615,1353,3,100,0,0
2,1500,1500,3,220,0,0
1,1500,1500,3,102,0,0
1,1715,1859,3,300,0,0
2,1584,1784,3,246,0,0
2,1402,1736,3,20,0,0
2,1500,1584,3,0,1,0
1,1561,1585,3,202,0,0
3,1662,1337,3,242,0,0
2,1584,1500,3,241,1,0
1,1491,1645,3,200,0,0
1,1845,1606,3,107,0,0
1,1932,2034,3,110,0,0
1,1346,1091,3,0,0,0
1,1808,1640,3,130,0,0
2,1500,1640,3,130,1,0
1,1640,1433,3,43,1,0
1,1569,1400,3,220,0,0
1,1922,1758,3,49,0,0
3,1708,1898,3,308,0,0
1,2202,1922,3,218,1,0
2,1229,1860,3,246,0,0
1,1585,1808,3,46,0,0
1,1345,1585,3,246,0,0
2,1345,1730,3,246,0,0
3,1069,1366,3,0,0,0
1,1850,1601,3,107,0,0
2,1500,1750,3,320,1,0
2,1389,1580,3,0,0,0
2,1997,1945,3,34,1,0
1,1808,1500,3,10,0,0
3,1739,1255,3,13,0,0
2,1808,1997,3,50,1,0
3,1323,1676,3,0,0,0
3,1491,1566,3,220,0,0
2,1323,1676,3,0,0,0
1,1997,1500,3,0,0,0
1,1942,2202,3,121,0,0
2,1590,1378,3,101,0,0
1,1942,1640,3,132,0,0
3,1640,1997,3,46,0,0
2,1546,1640,3,336,0,0
2,1404,1500,3,331,1,0
2,1596,1855,3,6,0,0
1,1409,1561,3,101,0,0
2,1500,1500,3,40,0,0
1,1945,1500,3,265,0,0
1,1836,1888,3,387,0,0
2,1500,1921,3,0,0,0
1,1836,1856,3,404,0,0
1,1921,1500,3,251,0,0
2,1297,1744,3,220,0,0
3,1662,1337,3,220,0,0
1,1831,1856,3,40,0,0
1,1756,1285,3,202,0,0
1,1399,1613,3,415,0,0
1,1574,1910,3,190,0,0
2,1669,2049,3,242,0,0
2,1500,1500,3,200,0,0
1,1640,1233,3,244,0,0
2,1337,1662,3,45,0,0
2,1584,1677,3,0,0,0
1,1815,1768,3,220,0,0
1,1353,1586,3,220,0,0
2,1812,1927,3,46,0,0
3,1526,1584,3,220,0,0
2,1679,1773,3,0,0,0
1,1500,1733,3,244,1,0
1,1802,1884,3,190,0,0
1,1572,1574,3,257,0,0
3,1337,1662,3,220,0,0
1,1802,1691,3,100,0,0
1,1884,1640,3,130,0,0
2,1505,1643,3,261,0,0
1,1558,1512,3,302,0,0
1,1752,1764,3,246,0,0
1,1537,1558,3,202,0,0
1,1710,1129,3,100,0,0
1,1764,1500,3,220,0,0
2,1574,1764,3,0,1,0
2,1764,1797,3,250,0,0
1,1500,1574,3,0,0,0
1,1400,1475,3,241,0,0
1,1563,1715,3,0,0,0
2,1864,1626,3,302,0,0
1,1500,1853,3,190,0,0
1,1712,1837,3,262,0,0
2,1562,1543,3,220,0,0
1,1910,1783,3,405,0,0
2,1531,2013,3,0,0,0
2,1939,2104,3,121,0,0
1,1313,1500,3,129,0,0
1,1894,1867,3,260,0,0
2,1740,1637,3,414,0,0
2,1517,1894,3,1,0,0
3,1894,2128,3,200,0,0
1,1662,1640,3,331,0,0
2,1662,1473,3,386,0,0
2,1436,1599,3,101,0,0
2,1798,1500,3,101,0,0
2,1473,1642,3,279,1,0
3,1795,1713,3,0,0,0
2,1486,1176,3,10,0,0
1,1973,1497,3,241,0,0
1,1973,2202,3,171,0,0
1,1661,1374,3,100,0,0
1,2202,1973,3,190,1,0
3,1339,1696,3,0,0,0
2,1942,2104,3,347,0,0
3,2202,1942,3,211,0,0
1,2104,1703,3,310,0,0
2,1909,2005,3,341,1,0
1,2009,2202,3,176,0,0
1,1810,2104,3,310,1,0
2,1500,1633,3,300,1,0
2,2104,2172,3,409,1,0
1,1466,1633,3,350,0,0
3,2202,1967,3,245,0,0
2,1402,1466,3,200,0,0
1,1500,1500,3,241,0,0
2,1662,1791,3,23,0,0
3,1790,1719,3,220,0,0
1,1696,1662,3,190,0,0
2,1337,1662,3,200,0,0
2,1572,1532,3,0,0,0
2,1285,1444,3,100,0,0
2,2096,2202,3,120,0,0
1,1662,1500,3,424,0,0
1,1684,1482,3,244,0,0
2,1708,1500,3,106,0,0
2,1431,1248,3,100,1,0
1,1657,1586,3,0,0,0
2,1458,1248,3,246,1,0
1,1500,1458,3,302,0,0
1,1248,1814,3,220,1,0
3,2321,2306,3,100,0,0
1,1942,2001,3,331,0,0
1,1557,1500,3,45,0,0
1,1505,1537,3,100,0,0
2,1313,1485,3,40,0,0
1,1678,1243,3,100,0,0
2,1470,1442,3,45,0,0
2,1423,1604,3,22,1,0
1,1879,1139,3,241,0,0
2,1806,1687,3,0,0,0
1,1485,1635,3,241,0,0
2,1400,1485,3,246,0,0
2,1889,1693,3,48,0,0
2,1693,1707,3,150,1,0
2,1509,1693,3,250,1,0
1,1811,1732,3,320,0,0
2,1811,1719,3,40,0,0
1,1705,1626,3,101,0,0
1,1679,1697,3,220,0,0
1,1981,1776,3,240,0,0
1,1644,1538,3,106,0,0
2,1635,1509,3,305,0,0
1,1776,1819,3,123,0,0
1,1763,1724,3,302,0,0
2,1385,1509,3,223,1,0
1,1684,1417,3,40,0,0
1,1617,1714,3,301,0,0
2,1385,1981,3,200,1,0
2,1686,1690,3,300,0,0
1,1700,1676,3,40,0,0
1,1509,1472,3,115,0,0
2,1819,1786,3,483,0,0
2,1500,1710,3,262,0,0
3,1889,1875,3,201,0,0
1,1500,1509,3,330,1,0
1,1509,1500,3,300,0,0
3,1509,1500,3,242,0,0
2,1747,1509,3,223,0,0
2,1412,1689,3,100,0,0
1,1635,1565,3,246,0,0
1,1565,1747,3,244,0,0
1,1361,1409,3,302,0,0
1,1783,1804,3,300,0,0
2,1500,1500,3,250,0,0
1,1230,1681,3,101,0,0
2,1500,1502,3,220,0,0
3,1623,1332,3,250,0,0
1,1803,1500,3,240,1,0
1,1810,1875,3,200,1,0
1,2046,1810,3,244,0,0
1,1325,1504,3,226,0,0
2,1492,1456,3,247,0,0
1,1658,1376,3,300,0,0
2,1500,1508,3,244,1,0
1,1603,1331,3,241,1,0
2,1362,1313,3,302,0,0
2,1403,1717,3,0,0,0
1,2096,1954,3,120,0,0
2,1783,1875,3,201,0,0
2,1389,1296,3,1,0,0
1,1852,1761,3,101,0,0
1,1810,1855,3,122,0,0
1,1618,1454,3,200,0,0
2,1506,1433,3,102,0,0
1,1447,1624,3,43,0,0
2,1597,1636,3,245,0,0
1,1855,1559,3,57,1,0
2,1722,1658,3,120,0,0
2,1559,1635,3,241,1,0
2,1607,1464,3,200,0,0
3,1987,2051,3,154,0,0
2,1693,1924,3,450,0,0
1,1500,1559,3,45,1,0
2,1736,1500,3,132,0,0
1,1500,1574,3,302,1,0
1,1855,1500,3,306,0,0
2,2124,2039,3,190,1,0
1,1500,1500,3,300,1,0
1,1565,1484,3,241,0,0
2,1833,1273,3,241,0,0
1,2051,2039,3,15,1,0
2,1356,1273,3,241,0,0
1,1981,1834,3,202,0,0
2,1500,1981,3,241,0,0
1,1720,1279,3,302,0,0
2,1500,1920,3,224,0,0
1,1981,1500,3,1,1,0
2,1500,1402,3,120,1,0
2,1467,1500,3,200,0,0
1,1700,1631,3,242,0,0
1,1662,1337,3,200,0,0
1,1801,1500,3,302,0,0
1,1500,1384,3,0,0,0
2,1878,1500,3,335,0,0
2,1500,1855,3,130,1,0
1,1587,1412,3,241,0,0
2,1500,1486,3,225,0,0
2,1500,1302,3,220,1,0
2,1500,1500,3,242,1,0
1,1887,1500,3,260,1,0
2,1500,1302,3,220,1,0
1,1352,1663,3,101,0,0
1,1622,1709,3,246,0,0
1,1364,1627,3,107,0,0
1,1857,1436,3,245,1,0
1,1830,1788,3,96,0,0
1,1695,1636,3,100,0,0
2,1717,1761,3,304,0,0
2,1505,1494,3,0,0,0
1,1420,1724,3,115,0,0
1,1626,1866,3,106,1,0
2,1420,1724,3,4,0,0
2,1627,1704,3,220,0,0
1,1376,1863,3,245,0,0
2,1185,1447,3,200,0,0
1,1871,1928,3,217,0,0
2,1871,1928,3,202,0,0
3,1458,1150,3,220,0,0
1,1635,1458,3,40,0,0
2,1500,2022,3,3,1,0
1,1659,1296,3,250,1,0
2,1547,1296,3,0,0,0
2,1659,1981,3,200,1,0
2,1659,1981,3,224,1,0
1,1981,1659,3,241,1,0
2,1500,1303,3,120,0,0
1,1478,1537,3,15,0,0
1,1495,1636,3,300,0,0
2,1462,1642,3,101,0,0
1,1657,1520,3,0,0,0
2,1981,1780,3,0,0,0
1,1583,1416,3,210,0,0
1,1694,1871,3,151,0,0
2,1780,1694,3,301,0,0
2,1694,1871,3,150,0,0
2,1694,1659,3,241,0,0
2,1659,1694,3,224,0,0
1,1694,1981,3,302,0,0
2,1591,1480,3,200,0,0
1,1342,1486,3,222,0,0
2,1500,1659,3,220,0,0
2,1279,1720,3,40,0,0
1,1850,1500,3,143,1,0
2,1500,1500,3,0,1,0
1,2084,1633,3,335,0,0
3,1928,1927,3,202,0,0
2,1402,1500,3,0,0,0
2,1500,1658,3,300,1,0
1,1540,1291,3,250,1,0
1,1549,1320,3,200,0,0
1,1500,1607,3,114,0,0
1,1724,1574,3,101,0,0
2,1785,1400,3,25,1,0
1,1649,1432,3,210,0,0
2,1569,1514,3,107,0,0
1,1446,1452,3,101,0,0
1,1662,1337,3,120,0,0
1,1662,1337,3,320,0,0
1,1840,1374,3,242,0,0
2,1717,1840,3,45,0,0
1,1817,1840,3,190,0,0
1,1840,1223,3,240,1,0
1,1804,1817,3,130,1,0
1,1817,1840,3,190,0,0
2,1840,1817,3,132,0,0
1,1761,1697,3,353,0,0
1,1855,1762,3,337,0,0
2,1817,1669,3,255,0,0
2,1842,1817,3,140,0,0
2,1543,1496,3,102,0,0
2,1462,1639,3,107,1,0
2,2289,2266,3,190,1,0
2,1574,1500,3,0,1,0
2,1296,1862,3,300,1,0
2,1495,1577,3,40,0,0
2,1647,1722,3,260,1,0
1,1585,1486,3,0,0,0
3,1816,1680,3,306,0,0
2,1804,1773,3,220,0,0
1,1816,1804,3,40,1,0
1,2016,1581,3,102,0,0
1,1816,1804,3,345,1,0
1,1697,1446,3,101,0,0
2,1816,1500,3,394,0,0
1,1804,1500,3,220,0,0
2,1862,1772,3,49,1,0
1,1500,1862,3,120,1,0
1,1422,1651,3,246,1,0
1,1915,1500,3,250,1,0
2,1500,1999,3,101,0,0
1,1500,1500,3,310,0,0
2,1647,1888,3,260,0,0
2,1500,1981,3,300,0,0
1,1981,1500,3,1,0,0
2,1500,1500,3,46,1,0
2,1772,1500,3,193,0,0
1,1535,1500,3,268,1,0
2,1888,1963,3,140,0,0
2,1360,1981,3,241,1,0
2,2038,1831,3,255,1,0
1,1789,1862,3,120,1,0
1,1597,1803,3,300,0,0
1,1597,1435,3,45,1,0
2,1597,1981,3,40,1,0
1,1981,1899,3,250,0,0
1,1620,1512,3,0,0,0
1,1899,1431,3,101,0,0
2,1273,1398,3,107,0,0
2,1500,1809,3,150,0,0
2,1500,1899,3,246,0,0
1,1500,1431,3,257,0,0
1,1538,1518,3,220,0,0
2,1500,2249,3,409,1,0
1,1777,1643,3,123,0,0
1,1766,1500,3,241,0,0
2,1761,1766,3,335,0,0
1,1395,1671,3,241,0,0
2,1555,1433,3,255,0,0
1,1649,1500,3,100,0,0
2,1500,1635,3,241,1,0
2,1500,1500,3,220,1,0
1,1572,1433,3,120,1,0
2,1433,1791,3,120,0,0
1,1577,1747,3,107,0,0
2,1506,1550,3,0,0,0
1,1320,1560,3,101,0,0
2,1433,1791,3,120,0,0
1,1637,1362,3,225,0,0
2,1560,1496,3,100,0,0
2,1500,1500,3,120,1,0
2,1500,1500,3,0,0,0
1,1649,1500,3,221,1,0
1,1667,1981,3,241,1,0
1,1882,2010,3,453,1,0
1,1981,1882,3,144,0,0
1,1649,1489,3,100,0,0
1,1981,1500,3,101,0,0
2,1673,1647,3,454,1,0
1,1805,1800,3,108,0,0
1,1500,1500,3,40,1,0
1,1889,1673,3,302,1,0
2,2010,1889,3,0,1,0
2,1456,1235,3,220,0,0
1,1594,1478,3,200,0,0
2,1500,1791,3,120,0,0
2,1597,1728,3,240,0,0
2,1728,1597,3,226,0,0
2,1899,1500,3,121,0,0
2,1224,1866,3,244,0,0
1,1899,1673,3,101,1,0
2,1673,1899,3,310,1,0
1,1500,1899,3,233,0,0
1,1678,1633,3,145,0,0
1,2036,2039,3,192,1,0
1,1861,1383,3,260,1,0
2,1608,2022,3,220,0,0
3,1633,1692,3,307,0,0
2,2036,2022,3,289,1,0
3,1533,1473,3,310,0,0
1,1608,1500,3,200,0,0
3,1966,1967,3,0,0,0
1,1701,1608,3,337,1,0
2,1715,1647,3,21,0,0
1,1500,1500,3,0,0,0
2,1500,1608,3,220,1,0
1,1680,1508,3,300,1,0
2,1608,1500,3,301,0,0
2,1224,1866,3,226,0,0
2,1628,1816,3,257,0,0
1,1823,1618,3,150,0,0
2,1371,1615,3,107,0,0
1,1500,1524,3,242,0,0
2,1662,1337,3,0,0,0
1,1337,1662,3,240,1,0
2,1224,1866,3,302,0,0
3,1971,1960,3,300,0,0
2,1609,1829,3,230,0,0
1,1979,1859,3,314,1,0
1,1890,1859,3,107,0,0
2,2043,2266,3,485,0,0
1,1835,1601,3,150,0,0
1,2036,2056,3,15,1,0
2,1118,1441,3,0,0,0
2,1666,1753,3,106,0,0
1,1660,1705,3,125,1,0
1,1725,1272,3,301,0,0
1,2064,1927,3,100,1,0
1,1594,1840,3,246,0,0
1,2196,2036,3,1,1,0
1,1500,1500,3,224,0,0
1,2049,2196,3,262,0,0
2,1248,1482,3,241,0,0
2,1414,1450,3,241,0,0
2,1500,1500,3,120,0,0
1,1437,1454,3,40,0,0
2,1500,1500,3,335,1,0
2,1440,1414,3,222,0,0
2,2043,2196,3,302,0,0
1,1450,1232,3,240,1,0
1,1257,1742,3,101,0,0
1,1879,1500,3,4,0,0
1,1438,1662,3,248,1,0
2,1662,1438,3,8,1,0
1,1590,1397,3,100,0,0
2,1370,1629,3,220,0,0
2,1662,1695,3,240,1,0
1,1735,1864,3,200,0,0
1,1864,1979,3,3,0,0
1,1500,1500,3,101,0,0
2,1386,1613,3,353,0,0
2,1415,1437,3,4,0,0
1,1360,1630,3,101,0,0
2,1500,1728,3,200,1,0
2,1303,1450,3,100,0,0
1,1766,1500,3,335,1,0
1,1577,1344,3,132,0,0
1,1692,1535,3,244,0,0
2,1535,1692,3,120,0,0
1,2085,1861,3,255,0,0
1,1526,1458,3,80,0,0
1,1683,1316,3,120,0,0
2,1399,1480,3,300,0,0
1,2196,2128,3,350,0,0
1,2092,2196,3,15,0,0
2,1500,1500,3,245,1,0
1,1829,2092,3,10,1,0
1,1914,2092,3,457,0,0
1,1570,1499,3,11,0,0
1,1829,1500,3,255,0,0
1,1648,1647,3,150,1,0
2,1413,1573,3,101,0,0
2,1642,1844,3,112,0,0
1,1500,1647,3,150,1,0
1,1867,1222,3,222,0,0
1,2208,1903,3,192,0,0
1,1672,1500,3,100,0,0
2,2216,2037,3,414,0,0
3,1694,1500,3,101,0,0
2,1573,1500,3,302,0,0
2,1500,1500,3,245,0,0
2,1690,1441,3,300,0,0
1,1694,1500,3,221,0,0
1,1836,1382,3,130,0,0
1,1604,1383,3,300,0,0
1,1914,1964,3,52,0,0
1,1500,1762,3,278,1,0
2,1542,1548,3,220,0,0
2,1500,2021,3,192,1,0
2,1500,1824,3,156,1,0
2,1238,1418,3,6,0,0
2,1453,1394,3,242,0,0
2,1500,1500,3,300,0,0
2,1500,1824,3,120,0,0
1,1694,1502,3,221,1,0
2,1671,1580,3,130,0,0
2,1265,1660,3,0,0,0
2,1622,1600,3,101,0,0
2,1469,1676,3,230,1,0
1,1676,1500,3,21,0,0
1,1694,1469,3,101,0,0
1,1694,1552,3,221,0,0
1,1944,1777,3,241,0,0
1,1500,1384,3,300,0,0
2,1500,1552,3,0,0,0
1,1564,1552,3,240,0,0
2,1254,1531,3,200,0,0
1,1785,1564,3,21,0,0
1,1611,1611,3,40,0,0
2,1343,1667,3,0,0,0
1,1723,1450,3,220,0,0
2,1852,1683,3,100,0,0
1,1538,1500,3,300,0,0
1,1337,1662,3,230,0,0
1,1600,1621,3,101,0,0
2,1594,1486,3,240,0,0
2,1500,1469,3,241,0,0
1,1605,1536,3,244,0,0
2,1383,1745,3,223,0,0
1,1939,1896,3,234,0,0
2,1745,1939,3,43,0,0
1,1697,1672,3,200,0,0
2,1631,1626,3,249,0,0
3,1538,1247,3,0,0,0
2,1440,1763,3,102,0,0
2,1553,1595,3,0,0,0
1,1896,1897,3,250,0,0
2,1624,1645,3,122,0,0
1,1781,1758,3,46,1,0
1,1337,1662,3,0,0,0
1,1942,2289,3,389,1,0
2,2011,2050,3,100,0,0
1,1450,1341,3,200,1,0
2,1259,1525,3,200,0,0
1,2160,2151,3,300,0,0
1,1641,1645,3,0,0,0
3,1328,1671,3,0,0,0
1,1608,1438,3,45,0,0
1,1681,1433,3,40,0,0
2,2017,1921,3,156,0,0
2,1608,1706,3,144,0,0
1,1761,1804,3,244,0,0
1,1149,1236,3,200,0,0
2,1532,1253,3,0,0,0
2,1558,1753,3,101,0,0
3,1500,1500,3,0,0,0
1,1757,1238,3,227,0,0
2,1098,1450,3,310,1,0
1,1446,1098,3,120,1,0
3,1427,1713,3,246,0,0
2,1500,1778,3,228,1,0
1,1610,1611,3,101,0,0
2,1500,1449,3,300,1,0
1,1527,1472,3,240,0,0
2,1577,1737,3,233,0,0
3,1500,1392,3,240,0,0
2,1449,1392,3,241,1,0
2,1366,1402,3,8,0,0
2,1500,1449,3,240,1,0
1,1434,1731,3,242,0,0
2,2051,1942,3,395,0,0
2,2013,1778,3,310,0,0
1,2079,1909,3,337,0,0
1,1618,1381,3,227,0,0
1,1635,1396,3,221,0,0
2,1601,1621,3,101,0,0
2,1500,1305,3,0,0,0
1,2316,2502,3,270,1,0
1,1282,1503,3,200,0,0
1,1815,1475,3,240,0,0
2,1061,1335,3,240,0,0
1,1759,1552,3,300,0,0
3,1772,1761,3,101,0,0
1,1490,1639,3,240,0,0
2,1500,1500,3,150,1,0
2,1463,1643,3,102,0,0
1,1222,1163,3,0,0,0
3,1781,1609,3,4,0,0
2,1503,1577,3,244,0,0
1,1630,1591,3,45,0,0
1,1771,1468,3,241,0,0
2,1847,1688,3,130,0,0
1,1419,1436,3,255,0,0
2,1446,1468,3,255,1,0
2,1401,1652,3,257,0,0
2,1500,1415,3,0,1,0
2,1475,1309,3,0,0,0
2,1391,1641,3,2,0,0
2,1644,1552,3,241,1,0
3,1349,1650,3,300,0,0
1,2059,1644,3,140,1,0
1,1921,2059,3,242,1,0
2,1582,1640,3,101,0,0
2,1565,1619,3,226,0,0
2,1419,1440,3,240,0,0
2,1644,1500,3,244,1,0
1,1500,1566,3,267,0,0
1,1599,1548,3,123,0,0
2,1644,1500,3,102,1,0
1,1333,1451,3,200,0,0
2,1614,1776,3,302,0,0
2,1456,1650,3,220,0,0
1,1500,1552,3,220,0,0
1,1648,1573,3,40,0,0
1,1820,1469,3,240,0,0
2,1500,2022,3,201,1,0
1,1534,1718,3,240,0,0
2,1487,1583,3,300,0,0
1,1565,1656,3,300,0,0
2,1500,1500,3,140,0,0
1,1433,1207,3,4,0,0
